"N°","dc.contributor.author","dc.title","dc.date.issued","dc.publisher","dc.identifier.uri","dc.subject","thesis.degree.grantor","thesis.degress.name","renati.level","renati.type"
"8978","Cervantes Perea, Fernanda Arlette","Plan de negocio para la adaptación tecnológica de embarcaciones artesanales pesqueras a turisticas en la Emp. de armad. pescad. acuicult export. y procesad. artesan. de productos del mar de Islay S.C.R.L., Islay, 2023","2025","Universidad Católica San Pablo","https://hdl.handle.net/20.500.12590/18946","Turismo marítimo | Adaptación tecnológica | Embarcaciones pesqueras | Plan de negocio | Sostenibilidad | Asociación EMARPAEXPRO | Islay","Universidad Católica San Pablo. Departamento de Ciencias Económicas y Empresariales","","https://purl.org/pe-repo/renati/level#tituloProfesional","https://purl.org/pe-repo/renati/type#trabajoDeSuficienciaProfesional"
"8979","Delgadillo Ponseca, Orlando Marcelino","“IURA NOVIT CURIA en los procesos de invalidez del acto jurídico en la jurisprudencia casatoria, 2019 – 2020”","2022-09-14","Universidad Peruana Los Andes","https://hdl.handle.net/20.500.12848/4558","Iura Novit Curia | Invalidez del acto jurídico | Jurisprudencia casatoria","Universidad Peruana Los Andes - Facultad de Derecho y Ciencias Políticas","","https://purl.org/pe-repo/renati/level#tituloProfesional","https://purl.org/pe-repo/renati/type#tesis"
"8980","Rivera Hilario, Katherine Aydee | Málaga Gómez, Willy Michael Osnar","Contrataciones Públicas (Según Oecd/Dac) y Cumplimiento de  Metas en la Municipalidad Distrital de Vitoc, Periodo 2015 – 2018","2021-10-04","Universidad Peruana Los Andes","https://hdl.handle.net/20.500.12848/2735","Contrataciones Públicas | Metas presupuestarias | Licitaciones públicas","Universidad Peruana Los Andes. Facultad de Ciencias administrativas y Contables","","https://purl.org/pe-repo/renati/level#tituloProfesional","https://purl.org/pe-repo/renati/type#tesis"
"8981","Velásquez Moreno, Jhayder Luis | Zaavedra Jauregui, María Luisa","Centro de investigación tecnológico pesquero en Chimbote - CITE, 2022","2023","Universidad Privada Antenor Orrego","https://hdl.handle.net/20.500.12759/11791","CITE | Arquitectura de Integración","Universidad Privada Antenor Orrego. Facultad de Arquitectura, Urbanismo y Artes","","https://purl.org/pe-repo/renati/level#tituloProfesional","https://purl.org/pe-repo/renati/type#tesis"
"8982","Tello Rodríguez, Luana","Diseño de un centro turístico vivencial agropecuario para las actividades del turismo vivencial, Limón, Celendín, Cajamarca -2020","2020-08-28","Universidad Privada del Norte","https://hdl.handle.net/11537/24331","Diseño arquitectónico | Complejos turísticos | Turismo | Desarrollo económico","Universidad Privada del Norte. Facultad de Arquitectura y Diseño","","https://purl.org/pe-repo/renati/level#tituloProfesional","https://purl.org/pe-repo/renati/type#tesis"
"8983","Alarcon Diaz, Luis Estuardo","Efectos del tráfico ilícito de drogas frente a la seguridad ciudadana en la provincia de Chiclayo período 2019","2020","Universidad Señor de Sipán","https://hdl.handle.net/20.500.12802/8163","Drogas | Tráfico ilícito de drogas | Orden Público | Delito | Sociedad Civil","Universidad Señor de Sipán. Facultad de Derecho y Humanidades","","https://purl.org/pe-repo/renati/level#tituloProfesional","https://purl.org/pe-repo/renati/type#tesis"
"8984","Melendez Elera, Julio Edgard","Desarrollo de un método automático para clasificar por calibre citrus aurantifolia basado en procesamiento digital de imágenes","2022","Universidad Señor de Sipán","https://hdl.handle.net/20.500.12802/9955","Procesamiento de imágenes | Calibre | Segmentación | Píxeles | Color RGB | Árbol de decisión | Algoritmo OTSU","Universidad Señor de Sipán. Facultad de Ingeniería, Arquitectura y Urbanismo","","https://purl.org/pe-repo/renati/level#tituloProfesional","https://purl.org/pe-repo/renati/type#tesis"
"8985","Rubio Soria, Julio Cesar","Informe Jurídico de Expediente Administrativo N° 168-2019/CCD","2023","Universidad de San Martín de Porres","https://hdl.handle.net/20.500.12727/12537","Proceso administrativo | Competencia desleal | Indecopi","Universidad de San Martín de Porres. Facultad de Derecho","","https://purl.org/pe-repo/renati/level#tituloProfesional","https://purl.org/pe-repo/renati/type#trabajoDeSuficienciaProfesional"
"8986","Espino Rojas, Juan Pablo","Producción y comercialización de zapatos para bebés a base de tela reciclada. (Retazos)","2020","Universidad de San Martín de Porres","https://hdl.handle.net/20.500.12727/7271","Productos | Tratamiento de desechos | Artes textiles | Comercio","Universidad de San Martín de Porres. Facultad de Ciencias Administrativas y Recursos Humanos","","https://purl.org/pe-repo/renati/level#tituloProfesional","https://purl.org/pe-repo/renati/type#trabajoDeSuficienciaProfesional"
"8987","Galvez Ybañez, Raul Jesus","La innovación tecnológica en la productividad de las grandes empresas industriales en el Perú, 2020- 2022","2024","Universidad de San Martín de Porres","https://hdl.handle.net/20.500.12727/15744","Innovación tecnológica | Productividad | Producción","Universidad de San Martín de Porres. Facultad de Ciencias Contables, Económicas y Financieras. Unidad de Posgrado","","https://purl.org/pe-repo/renati/level#doctor","https://purl.org/pe-repo/renati/type#tesis"
"8988","Escalante Vasquez, Libeth Minelly","Competitividad y sostenibilidad en la producción y exportación de café orgánico en Chanchamayo, Junín, 2022","2023","Universidad de San Martín de Porres","https://hdl.handle.net/20.500.12727/15026","Competitividad | Cadena de valor | Exportaciones | Café","Universidad de San Martín de Porres. Facultad de Ciencias Administrativas y Recursos Humanos","","https://purl.org/pe-repo/renati/level#tituloProfesional","https://purl.org/pe-repo/renati/type#tesis"
"8989","Güibin Gonzales, Lindaflor Kimberly | Montalván Mori, Alejandra","Características para el diseño de un complejo recreacional ecológico en el eje de la carretera Mazan Indiana, provincia Maynas, Región Loreto","2021","Universidad César Vallejo","https://hdl.handle.net/20.500.12692/83962","Arquitectura recreativa | Complejos recreacionales - Diseño y construcción | Complejos recreacionales - Arquitectura | Conciencia ambiental | Arquitectura ecológica","Universidad César Vallejo. Facultad de Ingeniería y Arquitectura","","https://purl.org/pe-repo/renati/level#tituloProfesional","https://purl.org/pe-repo/renati/type#tesis"
"8990","Arista Arévalo, Javier Esteban | Gutierrez Paredes, Carlos Daniel","Implementación de la 5s para mejorar la productividad en el  área de costura en la empresa Nay Melly, la Victoria 2022","2022","Universidad César Vallejo","https://hdl.handle.net/20.500.12692/97989","Productividad Industrial | Eficiencia Industrial | Eficacia","Universidad César Vallejo. Facultad de Ingeniería y Arquitectura","","https://purl.org/pe-repo/renati/level#tituloProfesional","https://purl.org/pe-repo/renati/type#tesis"
"8991","Porras García, Angel Guillermo","Diseño de la Infraestructura de la Institución Educativa Libertador Simón Bolívar Palacios  del centro poblado las Delicias, Distrito de Moche - Trujillo","2018","Universidad César Vallejo","https://hdl.handle.net/20.500.12692/22450","Parámetros | cumplimientos | principios | daños graves | estabilidad | rigidez | alteraciones","Universidad César Vallejo. Facultad de Ingeniería y Arquitectura","","https://purl.org/pe-repo/renati/level#tituloProfesional","https://purl.org/pe-repo/renati/type#tesis"
"8992","Alarcón Guizado, Roxana Jacqueline","Programación presupuestal y asignación de recursos a través de políticas de estado en el marco del Covid 19","2021","Universidad César Vallejo","https://hdl.handle.net/20.500.12692/80897","Presupuesto (Sector público) | Políticas públicas - Perú | COVID-19 (Enfermedad)","Universidad César Vallejo. Escuela de Posgrado","","https://purl.org/pe-repo/renati/level#maestro","https://purl.org/pe-repo/renati/type#tesis"
"8993","Zavala Gómez, Ana Cesilia","Inversión extranjera directa para el empleo del Perú durante el periodo 2008-2018","2019","Universidad César Vallejo","https://hdl.handle.net/20.500.12692/46321","Inversiones extranjeras | Perú - Población | Perú - Economía","Universidad César Vallejo. Facultad de Ciencias Empresariales","","https://purl.org/pe-repo/renati/level#tituloProfesional","https://purl.org/pe-repo/renati/type#tesis"
"8994","Huánuco Tapia, María Del Carmen","Ejecución presupuestal en investigación científica en la Universidad Nacional de Ingeniería, Lima, 2011-2014","2017","Universidad César Vallejo","https://hdl.handle.net/20.500.12692/15262","Investigación | Presupuesto | Gasto","Universidad César Vallejo. Escuela de Posgrado","","https://purl.org/pe-repo/renati/level#maestro","https://purl.org/pe-repo/renati/type#tesis"
"8995","Alarcón Moreno, Rommel Javier","Estudio de coordinación de aislamiento para la subestación eléctrica yungas 220 kv","2020","Universidad César Vallejo","https://hdl.handle.net/20.500.12692/55725","Aisladores eléctricos | Sobretensiones eléctricas | Descargas eléctricas","Universidad César Vallejo. Facultad de Ingeniería y Arquitectura","","https://purl.org/pe-repo/renati/level#tituloProfesional","https://purl.org/pe-repo/renati/type#tesis"
"8996","Arrascue Cubas, Johanna Katerine","Análisis de la ejecución presupuestal del programa nacional de infraestructura Educativa, 2019","2020","Universidad César Vallejo","https://hdl.handle.net/20.500.12692/65866","Compromiso | Ejecución presupuestal","Universidad César Vallejo. Facultad de Ciencias Empresariales","","https://purl.org/pe-repo/renati/level#tituloProfesional","https://purl.org/pe-repo/renati/type#tesis"
"8997","Asmad Benites, Richard Anthony","Diseño de muros de contención en gaviones en los márgenes Derecho e Izquierdo del río Moche, distrito de Moche,  provincia  de Trujillo, departamento La Libertad","2017","Universidad César Vallejo","https://hdl.handle.net/20.500.12692/22984","Inundación | defensa ribereña | muros de contención en gaviones | infraestructura | medios de vida","Universidad César Vallejo. Facultad de Ingeniería y Arquitectura","","https://purl.org/pe-repo/renati/level#tituloProfesional","https://purl.org/pe-repo/renati/type#tesis"
"8998","Tinco Bautista, John Robert","Estimación, aceptación y opinión de la brecha de recursos humanos asistenciales en el Hospital Regional de Ayacucho, “Miguel Àngel Mariscal Llerena”, para la categoría III-1, 2018","2019","Universidad César Vallejo","https://hdl.handle.net/20.500.12692/43823","Recursos humanos | Hospitales - Administración | Administración de servicios de salud - Perú - Ayacucho","Universidad César Vallejo. Escuela de Posgrado","","https://purl.org/pe-repo/renati/level#doctor","https://purl.org/pe-repo/renati/type#tesis"
"8999","Campos Huaman, Britaldo","Las audiencias virtuales y la afectación al debido proceso en el juicio oral durante la crisis sanitaria Covid-19","2022","Universidad César Vallejo","https://hdl.handle.net/20.500.12692/109726","Derecho penal | Proceso penal | Juicio oral","Universidad César Vallejo. Facultad de Derecho y Humanidades","","https://purl.org/pe-repo/renati/level#tituloProfesional","https://purl.org/pe-repo/renati/type#tesis"
"9000","Bravo Evangelista, Elma Cesilia","Exportación y productividad de la quinua en el contexto del Tratado de Libre Comercio con los Estados Unidos, 2009 – 2018","2019","Universidad César Vallejo","https://hdl.handle.net/20.500.12692/48625","Tratado de Libre Comercio | Quinua - Exportaciones | Quinua - Comercio internacional | Perú - Exportaciones - Estados Unidos","Universidad César Vallejo. Facultad de Ciencias Empresariales","","https://purl.org/pe-repo/renati/level#tituloProfesional","https://purl.org/pe-repo/renati/type#tesis"
"9001","Palacios Cerna, Elva Yulisa","Factores que influyen en la transgresión de derechos del autor en el Cercado de Lima","2013","Universidad César Vallejo","https://hdl.handle.net/20.500.12692/116945","Autor | Obra | Derechos de autor | Transgresión de derechos de autor | Piratería | Reprografía ilegal | Libro | Sociedad colectiva","Universidad César Vallejo. Facultad de Derecho y Humanidades","","https://purl.org/pe-repo/renati/level#tituloProfesional","https://purl.org/pe-repo/renati/type#tesis"
"9002","Mejia Salas, Williams Ronal","Estrategias competitivas y exportación de la chirimoya al mercado alemán en el periodo 2008-2014","2015","Universidad César Vallejo","https://hdl.handle.net/20.500.12692/2660","Estrategias Competitivas | Exportación | Mercado alemán","Universidad César Vallejo. Facultad de Ciencias Empresariales","","https://purl.org/pe-repo/renati/level#tituloProfesional","https://purl.org/pe-repo/renati/type#tesis"
"9003","Briones Vargas, Wilser Alberto","Vulnerabilidad del sector Huarmaca - El Faical km 1740-1770 ruta PE-3N por activación de quebradas durante El Niño costero 2017","2023-12","Universidad de Piura","https://hdl.handle.net/11042/6692","Balance hídrico | Arroyos -- Análisis de vulnerabilidad | Infraestructuras del transporte -- Mantenimiento y reparación","Universidad de Piura. Facultad de Ingeniería","","https://purl.org/pe-repo/renati/level#maestro","https://purl.org/pe-repo/renati/type#tesis"
"9004","Ramírez Lazo, Fernando","Relación entre la Capacidad de Gestión y el Desarrollo de las Empresas de los Padres de Familia de la Institución Educativa San Juan Apóstol de la Asociación Villa Cerrillos del Distrito de Cerro Colorado. Arequipa, 2019","2019-08-06","Universidad Católica de Santa María","https://repositorio.ucsm.edu.pe/handle/20.500.12920/9175","Emprendimiento | Innovación | Sostenibilidad | Marketing Societal | Mypes","Universidad Católica de Santa María.Escuela de Postgrado","","https://purl.org/pe-repo/renati/level#maestro","https://purl.org/pe-repo/renati/type#tesis"
